
mistake,fix,mistake freq,fix freq,type,Efreq
availabe,available,0,1323.0,Deletion,0
optinals,optionals,0,0,Deletion,0
serivces,services,0,1053.0,Exchange,0
ag-mobile-variantAeroGear,AeroGear,0,0,MORPH,0
recomend,recommend,0,714.0,Deletion,0
#,Run,0,17878.0,Standard,0
#,Run,0,17878.0,Standard,0
#,Build,0,2452.0,Standard,0
GraphBack,Graphback,0,0,Caps Error,0
Unofirms,Uniforms,0,403.0,Exchange,0
[omission],objects,0,444.0,Omission,0
without,.,18087.0,0,Standard,0
//,await,0,181.0,Standard,0
[omission],?,0,0,Omission,0
[omission],?,0,0,Omission,0
[omission],?,0,0,Omission,0
//graphql-heroes.github.io/graphql-resolver-gen,//graphql-heroes.github.io/graphql-backend-gen,0,0,Standard,0
resultProcesor,resultProcessor,0,0,Deletion,0
Queries,Mutations,8.0,44.0,Standard,0
queries,mutations,8.0,44.0,Standard,0
query,mutation,29.0,88.0,Standard,0
exampleQuery,exampleMutation,0,0,Standard,0
yeild,yield,0,206.0,Exchange,0
yeild,yield,0,206.0,Exchange,0
multiplyed,multiplied,0,25.0,Substitution,0
multiplyed,multiplied,0,25.0,Substitution,0
memebers,members,0,1224.0,Insertion,0
pre-defined,predefined,0,0,Insertion,0
subcribe,subscribe,0,44.0,Deletion,0
[omission],`,0,0,Omission,0
paramter,parameter,0,13.0,Deletion,0
artuments,arguments,0,230.0,Substitution,0
channeles,channels,0,280.0,Insertion,0
channeles,channels,0,280.0,Insertion,0
examples,example,97.0,1527.0,Insertion,0
restart,stop,30.0,36071.0,Standard,0
Runs,Upgrade,1637.0,110.0,Standard,0
[omission],`,0,0,Omission,0
Args,args,0,0,Caps Error,0
bulk_invoke,bulk_async,0,0,Standard,0
Future,Function,5278.0,565.0,Standard,0
cuda_executor.hpp,grid_executor.hpp,0,0,Standard,0
has_cuda_executor,has_cuda_grid_executor,0,0,Standard,0
stride,s,107.0,1057301.0,Compound,0
desember,december,0,387.0,Substitution,0
usefull,useful,0,669.0,Insertion,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
clobal,global,0,321.0,Substitution,0
'edge,'edgeDetect,0,0,MORPH,0
'edge,'edgeDetect,0,0,MORPH,0
so,so-called,216452.0,0,MORPH,0
[omission],one,0,156684.0,Omission,0
Steps,Statements,1259.0,279.0,Standard,0
prefix,prefixes,21.0,2.0,Compound,0
tuples,tuple,0,0,Insertion,0
tuples,tuple,0,0,Insertion,0
up,test,187170.0,4288.0,Standard,0
'include\exclude,'include/exclude,0,0,Substitution,0
inlcude,include,0,568.0,Exchange,0
Not,Now,276673.0,163333.0,Substitution,0
SelectStage.CONSTRUCT_ENTITY,SelectStage.CREATE_ENTITY,0,0,Standard,0
transientAtttributes,transientAttributes,0,0,Insertion,0
form,from,2180.0,103992.0,Exchange,0
attribites,attributes,0,38.0,Substitution,0
ArgiCraft,AgriCraft,0,0,Exchange,0
houses,greenhouses,975.0,4.0,Compound,0
after_sucess,after_success,0,0,Deletion,0
verison,version,0,828.0,Exchange,0
Set,The,11805.0,1501908.0,Standard,0
'normal,In,0,498444.0,Standard,0
dat,data,61.0,1306.0,Deletion,0
[omission],it,0,963712.0,Omission,0
user,sure,79.0,56091.0,Exchange,0
to,too,1156570.0,69950.0,Deletion,0
to,too,1156570.0,69950.0,Deletion,0
user,use,79.0,17536.0,Insertion,0
with,width,257465.0,35.0,Deletion,0
columns,column,141.0,559.0,Insertion,0
[omission],be,0,293085.0,Omission,0
[omission],'re,0,0,Omission,0
[omission],enabled,0,34.0,Omission,0
has,as,57830.0,113068.0,Insertion,0
to,switch,1156570.0,1434.0,Standard,0
then,than,75966.0,37679.0,Substitution,0
[omission],are,0,265672.0,Omission,0
Non,Non-Functional,191.0,0,MORPH,0
in,it,498444.0,963712.0,Substitution,0
then,than,75966.0,37679.0,Substitution,0
description=,``,0,0,Standard,0
ebout,about,0,185206.0,Substitution,0
INT,SIGINT,2.0,0,MORPH,0
chanel,channel,0,1245.0,Deletion,0
not,no,276673.0,304549.0,Insertion,0
ensemeble,ensemble,0,57.0,Insertion,0
setup,source,440.0,1437.0,Standard,0
[omission],``,0,0,Omission,0
copy,Copy,2666.0,2666.0,Caps Error,0
width,flex,35.0,50.0,Standard,0
','If,0,0,MORPH,0
data.error,data,0,1306.0,MORPH,0
Actions.walletList,Actions.pop,0,0,Standard,0
Actions.waletList,Actions.pop,0,0,Standard,0
second,second/next,14513.0,0,MORPH,0
second,first,14513.0,42869.0,Standard,0
orget,get,0,233772.0,MORPH,0
tu,to,163.0,1156570.0,Substitution,0
properties.afterCreate,properties.afterUpdate,0,0,Standard,0
Ashetic,Aesthetic,0,34.0,Standard,0
accross,across,0,4801.0,Insertion,0
[omission],the,0,1501908.0,Omission,0
``,*,0,0,Standard,0
Constribute,Contribute,0,194.0,Insertion,0
ctrl+C,ctrl+c,0,0,Caps Error,0
ctrl+C,ctrl+c,0,0,Caps Error,0
/Tests/,/tests/,0,0,Caps Error,0
/Tests/,/tests/,0,0,Caps Error,0
medium,dark,362.0,4519.0,Standard,0
dark,medium,4519.0,362.0,Standard,0
vertical-allign,vertical-align,0,0,Insertion,0
post.awoa,page.awoa,0,0,Standard,0
},>,0,0,0,0,Substitution,0
Molenbeek-Saint-Jean,https,0,0,Standard,0
arthuritu,arturitu,0,0,Insertion,0
link.attribs.href.toLowercase,link.attribs.href.toLowerCase,0,0,Caps Error,0
.attribs.href.toLowercase,.attribs.href.toLowerCase,0,0,Caps Error,0
resart,restart,0,30.0,Deletion,0
VRVistors,VRVisitors,0,0,Deletion,0
components,component,84.0,81.0,Insertion,0
feedback,Feedback,140.0,140.0,Caps Error,0
*,.,0,0,Substitution,0
*,.,0,0,Substitution,0
*,.,0,0,Substitution,0
*,.,0,0,Substitution,0
*,.,0,0,Substitution,0
[omission],be,0,293085.0,Omission,0
sourcecode,code,0,2709.0,MORPH,0
sourcecode,code,0,2709.0,MORPH,0
sourcecode,code,0,2709.0,MORPH,0
sourcecode,code,0,2709.0,MORPH,0
Lean,Learn,529.0,6047.0,Deletion,0
[omission],is,0,459663.0,Omission,0
Estimate-In-Intervall,Estimate-In-Interval,0,0,Insertion,0
Diagnistics,Diagnostics,0,22.0,Substitution,0
that,the,719677.0,1501908.0,Standard,0
all,be,263255.0,293085.0,Standard,0
[omission],be,0,293085.0,Omission,0
can,the,267620.0,1501908.0,Standard,0
then,when,75966.0,103739.0,Substitution,0
them,then,90720.0,75966.0,Substitution,0
it,a,963712.0,1041179.0,Standard,0
is,that,459663.0,719677.0,Standard,0
case-insentitive,case-insensitive,0,0,Substitution,0
transfered,transferred,0,599.0,Deletion,0
maintaing,maintaining,0,94.0,Standard,0
paramater,parameter,0,13.0,Substitution,0
seperate,separate,0,1107.0,Substitution,0
with,within,257465.0,3017.0,Compound,0
PaperTrail.track_associations,PaperTrail.config.track_associations,0,0,Standard,0
[omission],test,0,4288.0,Omission,0
go,to,193445.0,1156570.0,Substitution,0
aganist,against,0,10288.0,Exchange,0
abilty,ability,0,980.0,Deletion,0
aceept,accept,0,2692.0,Substitution,0
aceept,accept,0,2692.0,Substitution,0
},'',0,0,0,0,Standard,0
aganist,against,0,10288.0,Exchange,0
[omission],to,0,1156570.0,Omission,0
before,Before,40501.0,40501.0,Caps Error,0
Clone,clone,128.0,128.0,Caps Error,0
Download,download,168.0,168.0,Caps Error,0
Train,train,4848.0,4848.0,Caps Error,0
Test,test,4288.0,4288.0,Caps Error,0
*,",",0,0,Substitution,0
*,",",0,0,Substitution,0
[omission],an,0,95071.0,Omission,0
request,receiptID,1304.0,0,Standard,0
loadiing,loading,0,248.0,Insertion,0
diabled,disabled,0,177.0,Deletion,0
an,a,95071.0,1041179.0,Insertion,0
an,and,95071.0,682780.0,Deletion,0
arguments,argument,230.0,867.0,Insertion,0
uploaded,downloaded,21.0,77.0,Standard,0
thourough,thorough,0,240.0,Insertion,0
neglegted,neglected,0,181.0,Substitution,0
[omission],which,0,24339.0,Omission,0
[omission],which,0,24339.0,Omission,0
stakeohlders,stakeholders,0,0,Exchange,0
[omission],Method,0,402.0,Omission,0
thourough,thorough,0,240.0,Insertion,0
Schimmeck,Schimmack,0,0,Substitution,0
inapropriate,inappropriate,0,338.0,Deletion,0
[omission],<,0,0,Omission,0
Pre-Interview-Questionnaire,Prior,0,422.0,Standard,0
identivy,identify,0,825.0,Substitution,0
examples,example,97.0,1527.0,Insertion,0
_top_right_,_top-right_,0,0,Substitution,0
viisting,visiting,0,787.0,Exchange,0
[omission],the,0,1501908.0,Omission,0
[omission],unknown,0,774.0,Omission,0
determinging,determining,0,53.0,Insertion,0
[omission],",",0,0,Omission,0
selected,profiles,249.0,50.0,Standard,0
PyAccountamt,PyAccountant,0,0,Substitution,0
.github.io/anne-key/,.,0,0,MORPH,0
this._changDispatcher,this._changeDispatcher,0,0,Deletion,0
this._changDispatcher,this._changeDispatcher,0,0,Deletion,0
slient,silent,0,1173.0,Exchange,0
-fno-obj-arc,-fno-objc-arc,0,0,Deletion,0
parameteres,parameters,0,72.0,Insertion,0
-fno-obj-arc,-fno-objc-arc,0,0,Deletion,0
classes,class,812.0,5985.0,Compound,0
dialpog,dialog,0,6.0,Insertion,0
Devide,Device,0,926.0,Substitution,0
integr,integer,0,7.0,Deletion,0
orientated,oriented,5.0,27.0,Standard,0
[omission],of,0,590439.0,Omission,0
positive,neutral,1613.0,215.0,Standard,0
positive,negative,1613.0,1308.0,Standard,0
[omission],that,0,719677.0,Omission,0
immediate,immediately,571.0,2446.0,Compound,0
Tyepface,Typeface,0,9.0,Exchange,0
selectedIndicies,selectedIndices,0,0,Insertion,0
crated,created,6.0,1195.0,Deletion,0
destroyd,destroyed,0,1573.0,Deletion,0
wll,will,0,108306.0,Deletion,0
NUL-terminaison,NULL-termination,0,0,Standard,0
NUL-terminaison,NULL-termination,0,0,Standard,0
on,window,354742.0,4386.0,Standard,0
anser,answer,0,8986.0,Deletion,0
theun,the,0,1501908.0,MORPH,0
cleeanup,cleanup,0,100.0,Insertion,0
parenst,parents,0,7177.0,Exchange,0
'one,'no,0,0,Standard,0
parenst,parents,0,7177.0,Exchange,0
sring,string,0,646.0,Deletion,0
a,an,1041179.0,95071.0,Deletion,0
differnt,different,0,10686.0,Deletion,0
non-existant,non-existent,0,0,Substitution,0
existant,existent,0,3.0,Substitution,0
chosing,choosing,0,276.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
dependending,depending,0,306.0,Standard,0
signficantly,significantly,0,43.0,Deletion,0
aswell,well,0,152523.0,MORPH,0
Apparantly,Apparently,0,2415.0,Substitution,0
existance,existence,0,596.0,Substitution,0
determined,determines,671.0,46.0,Substitution,0
elinminate,eliminate,0,305.0,Insertion,0
exceprt,excerpt,0,5.0,Exchange,0
ie,is,14.0,459663.0,Substitution,0
unamp,unmap,0,0,Exchange,0
[omission],structures,0,58.0,Omission,0
contining,containing,0,129.0,Deletion,0
mark,con_mark,4183.0,0,MORPH,0
it,its,963712.0,8757.0,Deletion,0
passod,passed,0,2631.0,Substitution,0
rit,git,6.0,101.0,Substitution,0
[omission],[,0,0,Omission,0
validaitonManager.scheduleCheck,validationManager.scheduleCheck,0,0,Exchange,0
code,core,2709.0,501.0,Substitution,0
Fiferox,Firefox,0,0,Exchange,0
mdc-rippe-upgraded,mdc-ripple-upgraded,0,0,Deletion,0
Cmd.map,Cmd.batch,0,0,Standard,0
i,j,2038529.0,4026.0,Substitution,0
form,from,2180.0,103992.0,Exchange,0
action,msg,3115.0,10.0,Standard,0
action,msg,3115.0,10.0,Standard,0
librarires,libraries,0,35.0,Insertion,0
Msgs,Actions,0,620.0,Standard,0
Msgs,Actions,0,620.0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
USER_GROUP_TO_PROJECT,#,0,0,Standard,0
iPython,IPython,0,0,Caps Error,0
iPython,IPython,0,0,Caps Error,0
Jupyter/Ipython,Jupyter/IPython,0,0,Caps Error,0
exiting,existing,48.0,98.0,Deletion,0
'name,'display_name,0,0,Standard,0
[omission],not,0,276673.0,Omission,0
View,Image,1965.0,1154.0,Standard,0
acheive,achieve,0,374.0,Exchange,0
shadow,shadows,1080.0,583.0,Deletion,0
Reader,Header,278.0,25.0,Substitution,0
an,can,95071.0,267620.0,Deletion,0
use,is,17536.0,459663.0,Standard,0
thanks,than,31789.0,37679.0,Compound,0
minifiation,minification,0,0,Deletion,0
user,use,79.0,17536.0,Insertion,0
by,be,68364.0,293085.0,Substitution,0
1,#,0,0,Substitution,0
#,Dependencies,0,0,Standard,0
#,Quick,0,5542.0,Standard,0
dthe,the,0,1501908.0,Insertion,0
Eenable,Enable,0,75.0,Insertion,0
remine,redmine,0,0,Deletion,0
DISALE_OVERSCAN,DISABLE_OVERSCAN,0,0,Deletion,0
fro,for,58.0,351650.0,Exchange,0
SPOSNSORED,SPONSORED,0,98.0,Insertion,0
'PATH,'PATH_INFO,0,0,MORPH,0
;,:,0,0,Substitution,0
just,Just,242206.0,242206.0,Caps Error,0
and,an,682780.0,95071.0,Insertion,0
book,books,9026.0,3456.0,Deletion,0
feture,feature,0,298.0,Deletion,0
Bottom,bottomRight,2546.0,0,Standard,0
Top,topLeft,6805.0,0,Standard,0
Top,topRight,6805.0,0,Standard,0
Menu.msg,Menu.Msg,0,0,Caps Error,0
Color.background,Typography.center,0,0,Standard,0
cs,Typography.titleColorContrast,29.0,0,Standard,0
Material.Icon,Material.Typography,0,0,Standard,0
to,the,1156570.0,1501908.0,Standard,0
event,emits,1345.0,18.0,Standard,0
to,our,1156570.0,71425.0,Standard,0
[omission],own,0,23419.0,Omission,0
In-VR,in-VR,0,0,Caps Error,0
",",the,0,1501908.0,Standard,0
JAM,Jan,690.0,0,Standard,0
[omission],as,0,113068.0,Omission,0
treatent,treatment,0,985.0,Deletion,0
then,than,75966.0,37679.0,Substitution,0
acutal,actual,0,884.0,Exchange,0
[omission],zap,0,125.0,Omission,0
detial,detail,0,989.0,Exchange,0
and,such,682780.0,14852.0,Standard,0
app,app-specific,8.0,0,MORPH,0
Destiantion,Destination,0,300.0,Exchange,0
cured,curved,308.0,31.0,Deletion,0
[omission],unless,0,5798.0,Omission,0
bt,by,10.0,68364.0,Substitution,0
bt,by,10.0,68364.0,Substitution,0
Recommendedations,Recommendations,0,79.0,Standard,0
Headset,Headsets,42.0,22.0,Deletion,0
/a-asset,/a-assets,0,0,Deletion,0
un-sold,unsold,0,7.0,Insertion,0
un-sold,unsold,0,7.0,Insertion,0
helps,productionizes,1084.0,0,Standard,0
'airleaner-strategy,'airlearner-strategy,0,0,Deletion,0
'airleaner,'airlearner,0,0,Deletion,0
intial,initial,0,325.0,Deletion,0
heigher,higher,0,1420.0,Insertion,0
correponding,corresponding,0,29.0,Deletion,0
MULTI_SPINE,MULTI_SPLINE,0,0,Deletion,0
overwrie,overwrite,0,5.0,Deletion,0
The,There,1501908.0,221754.0,Compound,0
OPEN,Open,16341.0,16341.0,Caps Error,0
POM_LICENCE_DIST,POM_LICENSE_DIST,0,0,Substitution,0
selected,select,249.0,180.0,Compound,0
selected,select,249.0,180.0,Compound,0
selected,select,249.0,180.0,Compound,0
setSeperatorInset,setSeparatorInset,0,0,Substitution,0
setSeperatorInset,setSeparatorInset,0,0,Substitution,0
converst,converts,0,34.0,Exchange,0
converst,converts,0,34.0,Exchange,0
converst,converts,0,34.0,Exchange,0
converst,converts,0,34.0,Exchange,0
converst,converts,0,34.0,Exchange,0
converst,converts,0,34.0,Exchange,0
[omission],by,0,68364.0,Omission,0
is,instruction,459663.0,103.0,Standard,0
ingess,ingress,0,4.0,Deletion,0
ingess,ingress,0,4.0,Deletion,0
nvGesture,Jester,0,117.0,Standard,0
onUp,onDown,0,0,Standard,0
onDown,onUp,0,0,Standard,0
#,props,0,152.0,Standard,0
[omission],`,0,0,Omission,0
to,),1156570.0,0,Standard,0
starts,completes,2335.0,46.0,Standard,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
epresented,represented,0,213.0,Deletion,0
contoller,controller,0,66.0,Deletion,0
earler,earlier,0,2010.0,Deletion,0
deveices,devices,0,188.0,Insertion,0
signle,single,0,3676.0,Exchange,0
signle,single,0,3676.0,Exchange,0
signle,single,0,3676.0,Exchange,0
signle,single,0,3676.0,Exchange,0
signle,single,0,3676.0,Exchange,0
conlicting,conflicting,0,37.0,Deletion,0
improvments,improvements,0,58.0,Deletion,0
[omission],a,0,1041179.0,Omission,0
make,find,70775.0,42379.0,Standard,0
Introduce-Boy-Scout-Rule,Boy-Scout-Rule,0,0,MORPH,0
:patterns/improve/introduce-boy-scout-rule.adoc,:patterns/improve/boy-scout-rule.adoc,0,0,Standard,0
pattern-introduce-boy-scout-rule,Boy-Scout-Rule,0,0,Standard,0
Introduce,Boy,1771.0,27021.0,Standard,0
[omission],software,0,430.0,Omission,0
Oftentimes,Often,20.0,2925.0,Compound,0
after_sucess,after_success,0,0,Deletion,0
severly,severely,0,154.0,Deletion,0
appropiate,appropriate,0,657.0,Deletion,0
current,root,869.0,534.0,Standard,0
props,NOTE,152.0,2731.0,Standard,0
travserse,traverse,0,37.0,Insertion,0
adjecent,adjacent,0,68.0,Substitution,0
[omission],a,0,1041179.0,Omission,0
[omission],a,0,1041179.0,Omission,0
[omission],a,0,1041179.0,Omission,0
[omission],a,0,1041179.0,Omission,0
hav,have,7.0,314232.0,Deletion,0
hierachy,hierarchy,0,32.0,Deletion,0
occured,occurred,0,737.0,Deletion,0
Pleaes,Please,0,56149.0,Exchange,0
has,as,57830.0,113068.0,Insertion,0
to,so,1156570.0,216452.0,Substitution,0
programatically,programmatically,0,0,Deletion,0
engingeering,engineering,0,333.0,Insertion,0
Andorid,Android,0,45.0,Exchange,0
be,by,293085.0,68364.0,Substitution,0
[omission],`,0,0,Omission,0
[omission],(,0,0,Omission,0
~9.2kb,~9kb,0,0,0,0,NULL,0
_config.yml,\_config.yml,0,0,Deletion,0
contebt=,content=,0,0,Substitution,0
contebt=,content=,0,0,Substitution,0
for,to,351650.0,1156570.0,Standard,0
[omission],solution,0,807.0,Omission,0
based,with,1357.0,257465.0,Standard,0
[omission],number,0,12288.0,Omission,0
:,|,0,0,0,0,Substitution,0
describing,the,118.0,1501908.0,Standard,0
[omission],and,0,682780.0,Omission,0
Alternating,Block,21.0,2067.0,Standard,0
mcp_hals,mcp_als,0,0,Insertion,0
whith,with,0,257465.0,Insertion,0
haev,have,0,314232.0,Exchange,0
dependence,dependencies,21.0,0,Standard,0
react,React,385.0,385.0,Caps Error,0
hand,handful,14262.0,291.0,Compound,0
be,depend,293085.0,504.0,Standard,0
react-like,React-like,0,0,Caps Error,0
whith,with,0,257465.0,Insertion,0
on,an,354742.0,95071.0,Substitution,0
it,its,963712.0,8757.0,Deletion,0
state,props,5500.0,152.0,Standard,0
prior,version,422.0,828.0,Standard,0
Compatability,Compatibility,0,23.0,Substitution,0
String,CheerioWrapper,646.0,0,Standard,0
note,not,2731.0,276673.0,Insertion,0
apis,APIs,0,0,Caps Error,0
ie,i.e.,14.0,0,Standard,0
Nonnegative,Missing,0,4484.0,Standard,0
Heirarchical,Hierarchical,0,5.0,Exchange,0
begging,beginning,766.0,3219.0,Standard,0
wargnins,warnings,0,81.0,Exchange,0
a,with,1041179.0,257465.0,Standard,0
is,in,459663.0,498444.0,Substitution,0
prefxied,prefixed,0,0,Exchange,0
Autoprefixes,Autoprefixer,0,0,Substitution,0
[omission],the,0,1501908.0,Omission,0
dirs,directories,0,9.0,Standard,0
[omission],a,0,1041179.0,Omission,0
JS,javascript,9.0,0,Standard,0
[omission],(,0,0,Omission,0
prefixes,vendor-prefixes,2.0,0,MORPH,0
[omission],for,0,351650.0,Omission,0
pipleline,pipeline,0,114.0,Insertion,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
[omission],",",0,0,Omission,0
Cared,Cards,723.0,2449.0,Standard,0
bellow,below,23.0,1430.0,Insertion,0
",",(,0,0,Substitution,0
guarenteed,guaranteed,0,339.0,Substitution,0
guarenteed,guaranteed,0,339.0,Substitution,0
contoller,controller,0,66.0,Deletion,0
availablity,availability,0,30.0,Deletion,0
guarenteed,guaranteed,0,339.0,Substitution,0
You,[,2134713.0,0,Standard,0
saavy,savvy,0,54.0,Substitution,0
'TDD,'TD,0,0,Insertion,0
locate,locale,524.0,16.0,Substitution,0
mathcing,matching,0,230.0,Exchange,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
two,files,54384.0,1358.0,Standard,0
any,all,56068.0,263255.0,Standard,0
two,three,54384.0,27654.0,Standard,0
enzyme,Karma,54.0,176.0,Standard,0
Exmple,Example,0,1527.0,Deletion,0
[omission],a,0,1041179.0,Omission,0
[omission],users,0,63.0,Omission,0
[omission],users,0,63.0,Omission,0
in,on,498444.0,354742.0,Substitution,0
create,created,1289.0,1195.0,Deletion,0
[omission],built,0,2099.0,Omission,0
Webpacak,Webpack,0,0,Insertion,0
your,you,328715.0,2134713.0,Insertion,0
your,you,328715.0,2134713.0,Insertion,0
'Configurtion,'Configuration,0,0,Deletion,0
Window,Windows,4386.0,1190.0,Deletion,0
mak,make,0,70775.0,Deletion,0
Log,Sign,610.0,6797.0,Standard,0
'',``,0,0,Standard,0
``,<,0,0,Standard,0
Chocolat,Chocolate,0,1499.0,Deletion,0
Chocolat,Chocolate,0,1499.0,Deletion,0
our,your,71425.0,328715.0,Deletion,0
respository,repository,0,13.0,Insertion,0
enfoce,enforce,0,86.0,Deletion,0
[,#,0,0,Substitution,0
git+https,git,0,101.0,MORPH,0
//github.com/prabod/aima-Javascript/issues,//github.com/aimacode/aima-Javascript/issues,0,0,Standard,0
//github.com/prabod/aima-Javascript,//github.com/aimacode/aima-Javascript,0,0,Standard,0
Knowledge,Uncertain,1302.0,121.0,Standard,0
s,;,1057301.0,0,Substitution,0
in,on,498444.0,354742.0,Substitution,0
pl_fc_resolution,pl_fc_entails,0,0,Standard,0
max,'max,3620.0,0,Deletion,0
wdef,def,0,42.0,Insertion,0
VR,WebVR,22.0,0,MORPH,0
[omission],an,0,95071.0,Omission,0
https,http,0,0,Insertion,0
http,https,0,0,Deletion,0
url,str,0,6.0,Standard,0
ration,ratio,66.0,164.0,Insertion,0
[omission],",",0,0,Omission,0
for,and,351650.0,682780.0,Standard,0
Requires,iPhone,489.0,0,Standard,0
ration,ratio,66.0,164.0,Insertion,0
(,",",0,0,Substitution,0
ur,our,34.0,71425.0,Deletion,0
[omission],is,0,459663.0,Omission,0
'grphos,'graphos,0,0,Deletion,0
register,add,561.0,1686.0,Standard,0
braintree_failure_handler,authorize_net_failure_handler,0,0,Standard,0
Documentation,'s,69.0,0,Standard,0
[omission],'',0,0,Omission,0
[omission],'',0,0,Omission,0
[omission],'',0,0,Omission,0
payment_was_succesful,payment_was_successful,0,0,Deletion,0
payment_was_unsuccesful,payment_was_unsuccessful,0,0,Deletion,0
--,-,0,0,Insertion,0
when,form,103739.0,2180.0,Standard,0
accpeting,accepting,0,206.0,Exchange,0
--,-,0,0,Insertion,0
[omission],in,0,498444.0,Omission,0
super,superseded,1336.0,8.0,Compound,0
seperated,separated,0,540.0,Substitution,0
sueprset,superset,0,0,Exchange,0
superser,superset,0,0,Substitution,0
stings,strings,88.0,418.0,Deletion,0
Setup,an,440.0,95071.0,Standard,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
Calender,Calendar,3.0,363.0,Substitution,0
dimentions,dimensions,0,117.0,Substitution,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
bellow,below,23.0,1430.0,Insertion,0
send,sent,9169.0,7038.0,Substitution,0
/nv,/nav,0,0,Deletion,0
Finally,We,5989.0,459607.0,Standard,0
on,with,354742.0,257465.0,Standard,0
exists,exist,575.0,1477.0,Insertion,0
isNotRefresing,isNotRefreshing,0,0,Deletion,0
doesNotExists,doesNotExist,0,0,Insertion,0
doesNotExists,doesNotExist,0,0,Insertion,0
that,than,719677.0,37679.0,Substitution,0
works,work,5357.0,40699.0,Insertion,0
If,if,180610.0,180610.0,Caps Error,0
assertios,assertions,0,5.0,Deletion,0
Rating,rating,112.0,112.0,Caps Error,0
rating,RatingBar,112.0,0,Standard,0
ratingBar,RatingBar,0,0,Caps Error,0
rating,RatingBar,112.0,0,Standard,0
rating,RatingBar,112.0,0,Standard,0
hearbeat,heartbeat,0,284.0,Deletion,0
keu,key,0,4430.0,Substitution,0
const,var,0,7.0,Standard,0
1,uid,0,0,Standard,0
1,uid,0,0,Standard,0
1,uid,0,0,Standard,0
shim,shims,8.0,0,Deletion,0
[omission],malformed,0,7.0,Omission,0
[omission],#,0,0,Omission,0
[omission],model,0,1635.0,Omission,0
[omission],the,0,1501908.0,Omission,0
it,its,963712.0,8757.0,Deletion,0
[omission],of,0,590439.0,Omission,0
desining,designing,0,79.0,Deletion,0
componentName.attribute,componentName.property,0,0,Standard,0
them,the,90720.0,1501908.0,Insertion,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
complied,compiled,13.0,29.0,Exchange,0
chose,choose,952.0,2451.0,Deletion,0
delgate,delegate,0,73.0,Deletion,0
Unsupport,Unsupported,0,13.0,MORPH,0
enginineer,engineer,0,596.0,Standard,0
programatically,programmatically,0,0,Deletion,0
engingeering,engineering,0,333.0,Insertion,0
programatically,programmatically,0,0,Deletion,0
Programatically,Programmatically,0,0,Deletion,0
Andorid,Android,0,45.0,Exchange,0
The,the,1501908.0,1501908.0,Caps Error,0
[omission],as,0,113068.0,Omission,0
Depreciated,Deprecated,2.0,0,Insertion,0
[omission],",",0,0,Omission,0
[omission],[,0,0,Omission,0
Entity/Component,Entity-Component,0,0,Substitution,0
[omission],[,0,0,Omission,0
[omission],[,0,0,Omission,0
Motirx,Motrix,0,0,Exchange,0
[omission],",",0,0,Omission,0
It,Motrix,963712.0,0,Standard,0
Support,Supports,2587.0,105.0,Deletion,0
Support,Supports,2587.0,105.0,Deletion,0
tasks,concurrent,85.0,11.0,Standard,0
Single,Supports,3676.0,105.0,Standard,0
build,building,2452.0,5078.0,Compound,0
[omission],welcome,0,9140.0,Omission,0
Welcome,Translations,9140.0,22.0,Standard,0
--,-,0,0,Insertion,0
--,-,0,0,Insertion,0
premote,promote,0,225.0,Substitution,0
erorr,error,0,473.0,Exchange,0
[omission],-,0,0,Omission,0
retrives,retrieves,0,6.0,Deletion,0
are,actually,265672.0,16439.0,Standard,0
table/relation,tables/relation,0,0,Deletion,0
the,an,1501908.0,95071.0,Standard,0
schem,schema,0,0,Deletion,0
[omission],Relational,0,5.0,Omission,0
every-changing,ever-changing,0,0,Insertion,0
docs/tutd_tutorial.markdown,/docs/tutd_tutorial.markdown,0,0,Deletion,0
